customer_id,title,givenname,surname,streetaddress,city,state,zipcode,country,emailaddress,telephonenumber,mothersmaiden,cctype,ccnumber,cvv2,ccexpires,nationalid,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx
384,Mr.,Koby,Gascoigne,613 Harry Place,Charlotte,NC,28202,US,KobyGascoigne@superrito.com,704-772-2322,Reye,Visa,4.54E+15,171,12/1/2021,681-09-4038,63,Polisher,single,unknown,unknown,no,no,telephone,may,tue,133,1,999,0,nonexistent,1.1,93.994,-36.4
385,Mrs.,Nusa,Fazekas,25 Glen William Road,CONJUBOY,QLD,4871,AU,FazekasNusa@fleckens.hu,(07) 4027 6039,Takcs,Visa,4.49E+15,830,8/1/2021,,79,Contract manager,married,basic.4y,unknown,yes,yes,telephone,may,tue,318,1,999,0,nonexistent,1.1,93.994,-36.4
386,Dr.,,,Handslagarevgen 57,MALM,,205 73,SE,Usbal1981@fleckens.hu,040-2332856,,Visa,4.54E+15,759,2/1/2020,810609-0445,35,Fast-food cook,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437,1,999,0,nonexistent,1.1,93.994,-36.4
387,Mr.,Iago,Brandybuck,4991 Matheson St,Kenora,ON,P9N 1T8,CA,IagoBrandybuck@fleckens.hu,807-467-3710,Chubb-Baggins,MasterCard,5.22E+15,721,10/1/2017,66874942,20,Cementing and gluing machine operator,married,university.degree,no,no,no,telephone,may,tue,402,1,999,0,nonexistent,1.1,93.994,-36.4
388,Mr.,Ilmari,Sihvonen,Joaquin Suarez 5361,Araminda,CA,16305,UY,IlmariSihvonen@fleckens.hu,9931 0271,Eloranta,Visa,4.53E+15,264,5/1/2018,,64,Cost engineer,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,4,999,0,nonexistent,1.1,93.994,-36.4
389,Ms.,Raawiya,Baz,Fazantenlaan 59,Wieringerwaard,NH,1766 JV,NL,RaawiyaAzzahBaz@einrot.com,06-21842570,Gerges,MasterCard,5.28E+15,914,6/1/2017,,28,Interior decorator,single,unknown,unknown,yes,yes,telephone,may,tue,1201,1,999,0,nonexistent,1.1,93.994,-36.4
390,Mr.,Mohamed,Lauridsen,Strm 1586,Frdlant nad Ostravic,MO,739 11,CZ,MohamedELauridsen@gustr.com,607072997,Koch,Visa,4.53E+15,302,11/1/2020,,22,Tool grinder,married,high.school,no,yes,no,telephone,may,tue,1030,1,999,0,nonexistent,1.1,93.994,-36.4
391,Mr.,Senad,Ivanec,Largo Febo 57,Edolo,BS,25048,IT,SenadIvanec@teleworm.us,0385 6898903,Bai,Visa,4.72E+15,625,8/1/2017,IO91845514,66,Systems developer,unknown,university.degree,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4
392,Mrs.,Romina,Murdoski,32 rue Nationale,PARIS,IL,75007,FR,RominaMurdzoski@cuvox.de,01.82.95.46.65,Leitgeb,Visa,4.53E+15,436,2/1/2018,2660504397577 59,50,Personal and home care aide,married,high.school,unknown,no,no,telephone,may,tue,149,1,999,0,nonexistent,1.1,93.994,-36.4
393,Mrs.,,,Kirkkokatu 98,ILMAJOKI,SO,60800,FI,Thaintrack@superrito.com,046 552 4226,,MasterCard,5.30E+15,46,12/1/2021,150832-356V,83,Circulation assistant,married,university.degree,no,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4
394,Mr.,Daniel,Bis,1457 Ashmor Drive,Wadena,MN,56482,US,DanielBis@rhyta.com,218-316-2101,Sivkov,Visa,4.92E+15,125,5/1/2018,475-05-9085,31,Electrical power line repairer,married,high.school,no,no,no,telephone,may,tue,69,1,999,0,nonexistent,1.1,93.994,-36.4
395,Mrs.,Lestav,Axenni,Stradone Antonio Provolo 18,Guardea,TR,5025,IT,LestavAxenni@dayrep.com,0314 9728898,Tichar,MasterCard,5.25E+15,847,8/1/2018,NU65123708,74,Pumping station operator,married,basic.9y,no,no,no,telephone,may,tue,243,1,999,0,nonexistent,1.1,93.994,-36.4
396,Ms.,Mhret,Biniam,Rua Romantismo 168,Camaragibe,PE,54768-135,BR,MhretBiniam@teleworm.us,(81) 3175-3531,Luwam,Visa,4.72E+15,920,6/1/2020,420.232.377-77,78,Billing machine operator,married,professional.course,no,no,no,telephone,may,tue,769,2,999,0,nonexistent,1.1,93.994,-36.4
397,Ms.,Nurset,Khadzhiev,Vansvgen 95,XABCK,,511 86,SE,NursetKhadzhiev@armyspy.com,0320-8352374,Arsanukayev,Visa,4.53E+15,729,2/1/2021,560521-3502,60,Executive administrator,married,high.school,unknown,no,no,telephone,may,tue,135,3,999,0,nonexistent,1.1,93.994,-36.4
398,Mr.,Jaroslav,Straka,40 Rue Mohammed Slim,Zaibet,61,3020,TN,JaroslavStraka@gustr.com,74186563,Blahnkov,MasterCard,5.37E+15,371,4/1/2021,,57,Terminal controller,divorced,basic.4y,no,no,no,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4
399,Ms.,Franjka,Ladiha,R 1 Dezembro 103,Lamas,VC,4940-026,PT,FranjkaLadiha@jourrapide.com,21 258 920 0135,Susak,Visa,4.54E+15,516,5/1/2020,,21,Speech therapist,married,university.degree,no,yes,yes,telephone,may,tue,442,2,999,0,nonexistent,1.1,93.994,-36.4
400,Mr.,Rinkimirikakuta,,R Rei Lavrador 4,Courela da Sobreirinha,SE,7570-476,PT,Rinkimirikakuta@gustr.com,21 265 877 0326,Momeikutoari,Visa,4.56E+15,552,7/1/2019,,58,Employment recruiter,married,basic.9y,unknown,no,no,telephone,may,tue,199,1,999,0,nonexistent,1.1,93.994,-36.4
401,Mr.,,,192 Dampier Street,Washdyke Flat,,7910,NZ,TaredadMedres@cuvox.de,(020) 5010-244,,MasterCard,5.37E+15,182,2/1/2017,,40,Sawing machine operator,single,high.school,no,no,no,telephone,may,tue,455,1,999,0,nonexistent,1.1,93.994,-36.4
402,Mr.,Konstanty,Kalinowski,Via Volto San Luca 107,Oulx,TO,10056,IT,KonstantyKalinowski@armyspy.com,0378 1233937,Majewska,Visa,4.93E+15,105,9/1/2020,VK80332873,76,Scientific photographer,married,high.school,unknown,unknown,unknown,telephone,may,tue,152,1,999,0,nonexistent,1.1,93.994,-36.4
403,Mr.,Shunichi,Akimoto,40 Arnis Street,Paralimni,FA,5296,CY,ShunichiAkimoto@rhyta.com,23 501658,Kawai,Visa,4.49E+15,9,5/1/2017,,36,Personnel clerk,married,high.school,unknown,yes,no,telephone,may,tue,124,1,999,0,nonexistent,1.1,93.994,-36.4
404,Mr.,Plotino,Macas,30 Michalakopoulou Street,Agia Triada,FA,5870,CY,PlotinoMaciasManzanares@cuvox.de,96 790421,Manzanares,MasterCard,5.55E+15,507,10/1/2018,,85,Ironworker,married,university.degree,unknown,yes,no,telephone,may,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4
405,Mrs.,Dean,Yermakova,2437 Heavens Way,Venice,FL,34285,US,DeanYermakova@cuvox.de,941-882-3007,,MasterCard,5.39E+15,674,10/1/2020,594-62-2388,35,Engraver set-up operator,married,basic.4y,unknown,no,no,telephone,may,tue,43,1,999,0,nonexistent,1.1,93.994,-36.4
406,Mr.,Iggi,Robel,Qaanniviit 245,Nuussuaq,QA,3905,GL,IggiRobel@superrito.com,35 15 48,Robel,Visa,4.49E+15,736,12/1/2019,,55,Rigging chaser,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4
407,Mr.,Mykhaylo,Kol,P.O. Box 24,Ikerasassuaq,KU,3924,GL,MykhayloKolar@einrot.com,33 66 53,Vvrov,Visa,4.53E+15,154,9/1/2017,,31,Cost consultant,divorced,basic.6y,no,no,no,telephone,may,tue,393,1,999,0,nonexistent,1.1,93.994,-36.4
408,Mr.,Timothe,Mireault,ul. Zbaraska 73,d,,93-212,PL,TimotheeMireault@fleckens.hu,69 723 81 08,Grondin,Visa,4.53E+15,380,6/1/2018,46070825019,69,Park naturalist,married,high.school,no,yes,no,telephone,may,tue,203,2,999,0,nonexistent,1.1,93.994,-36.4
409,Mr.,,,Landsberger Allee 31,Mnchen,BY,80080,DE,SongZhenXiang@gustr.com,089 78 52 43,,MasterCard,5.32E+15,604,3/1/2018,,35,Finance officer,married,high.school,no,no,yes,telephone,may,tue,140,2,999,0,nonexistent,1.1,93.994,-36.4
410,Mrs.,Marina,Klug,Postbox 150,Constable Pynt,SM,3985,GL,MarinaKlug@dayrep.com,31 78 79,Fisher,Visa,4.92E+15,869,6/1/2021,,84,Mixing and blending machine tender,married,basic.9y,unknown,yes,no,telephone,may,tue,326,1,999,0,nonexistent,1.1,93.994,-36.4
411,Mr.,,,3948 Pooz Street,Manasquan,NJ,7719,US,Salight72@einrot.com,732-223-3734,,Visa,4.72E+15,737,5/1/2017,158-03-4251,44,Counter clerk,married,high.school,no,no,no,telephone,may,tue,483,1,999,0,nonexistent,1.1,93.994,-36.4
412,Mr.,Svit,Simonovich,ul. Kalinowa 27,Biaystok,,15-809,PL,SvitSimonovich@einrot.com,72 396 96 52,Cerinek,Visa,4.53E+15,880,10/1/2019,64033029656,52,Airfield operations specialist,married,basic.4y,no,no,yes,telephone,may,tue,259,1,999,0,nonexistent,1.1,93.994,-36.4
413,Mr.,Semere,Idris,Rua Guarapuva 311,Porto Velho,RO,78914-220,BR,SemereIdris@fleckens.hu,(69) 5750-2996,Nasih,MasterCard,5.11E+15,266,3/1/2018,598.694.350-33,64,Front desk receptionist,married,basic.9y,no,no,no,telephone,may,tue,227,1,999,0,nonexistent,1.1,93.994,-36.4
414,Ms.,Emile,Villadsen,Alvaro Cunqueiro 85,Alcal del Ro,SE,41200,ES,EmileNVilladsen@cuvox.de,635913832,Holm,MasterCard,5.31E+15,360,8/1/2021,,59,Career-technology teacher,unknown,basic.4y,no,no,no,telephone,may,tue,673,1,999,0,nonexistent,1.1,93.994,-36.4
415,Mrs.,T,Thy,vre Krabbedalen 183,LODDEFJORD,,5178,NO,ThuyThiChiTy@armyspy.com,443 85 051,Bi,Visa,4.54E+15,293,6/1/2021,,39,Wholesale buyer,married,basic.4y,unknown,yes,no,telephone,may,tue,576,1,999,0,nonexistent,1.1,93.994,-36.4
416,Mr.,Eliot,Roy,84 Rue de Rafraf,Barrouta,13,2054,TN,EliotRoy@dayrep.com,71822713,Leblanc,Visa,4.72E+15,597,6/1/2018,,25,Ophthalmic nurse,married,basic.4y,unknown,yes,yes,telephone,may,tue,180,2,999,0,nonexistent,1.1,93.994,-36.4
417,Mr.,,,Lillester Kullberg 77,BERGBY,,817 02,SE,Posand@jourrapide.com,026-4506162,,Visa,4.56E+15,247,12/1/2017,410212-9352,75,Publicist,single,basic.9y,unknown,yes,yes,telephone,may,tue,90,1,999,0,nonexistent,1.1,93.994,-36.4
418,Mr.,,,Vgebakken 201,KRISTIANSUND N,,6509,NO,,468 37 292,,Visa,4.92E+15,614,12/1/2019,,50,Choreographer,married,high.school,unknown,no,no,telephone,may,tue,505,1,999,0,nonexistent,1.1,93.994,-36.4
419,Mr.,Pedro,Rocha,Bavorovsk 1868,Vlachovo Brez,JC,384 22,CZ,PedroDiasRocha@armyspy.com,392550677,Barbosa,Visa,4.92E+15,828,4/1/2018,,35,Cartographer,married,high.school,no,yes,no,telephone,may,tue,245,1,999,0,nonexistent,1.1,93.994,-36.4
420,Ms.,Christine,Saenz,80 Vassileos Alexandrou Avenue,Paphos,PA,8062,CY,ChristineSaenzTirado@armyspy.com,26 395623,Tirado,MasterCard,5.18E+15,172,4/1/2017,,65,Film and video editor,single,university.degree,no,yes,no,telephone,may,tue,186,1,999,0,nonexistent,1.1,93.994,-36.4
421,Mrs.,Renata,Pavlitkov,Vikarna 99,MNKARBO,,815 33,SE,RenataPavlistikova@teleworm.us,0294-7937483,Vainov,MasterCard,5.10E+15,478,7/1/2017,671101-5021,48,Plant manager,married,basic.4y,unknown,yes,no,telephone,may,tue,208,1,999,0,nonexistent,1.1,93.994,-36.4
422,Ms.,Anastasia,Kotova,Rua Jos Cangussu 1676,Campo Grande,MS,79051-734,BR,AnastasiaKotova@einrot.com,(67) 7155-7102,,MasterCard,5.34E+15,801,8/1/2020,715.244.593-13,60,Craft artist,married,basic.4y,no,no,no,telephone,may,tue,623,1,999,0,nonexistent,1.1,93.994,-36.4
423,Ms.,,,ul. Kocielna 129,Siemianowice lskie,,41-103,PL,Larearrive@dayrep.com,66 204 13 57,,Visa,4.72E+15,931,3/1/2021,86061534106,29,Concrete paving machine operator,married,basic.4y,unknown,no,no,telephone,may,tue,180,1,999,0,nonexistent,1.1,93.994,-36.4
424,Ms.,,,124 Rue Jamil Sedki,Beni Brahim,23,7040,TN,Kinglace@cuvox.de,72857831,,MasterCard,5.10E+15,539,11/1/2017,,44,Payroll specialist,married,university.degree,unknown,no,no,telephone,may,tue,496,3,999,0,nonexistent,1.1,93.994,-36.4
425,Mrs.,,,250 Burkes Drive,Saint Leonards,,9022,NZ,,(026) 2407-824,,MasterCard,5.21E+15,172,3/1/2019,,59,Promoter,married,basic.4y,unknown,yes,no,telephone,may,tue,118,1,999,0,nonexistent,1.1,93.994,-36.4
426,Mr.,Zajzon,Bagi,Hooivelden 111,La Gleize,WLG,4987,BE,BagiZajzon@gustr.com,0477 92 21 41,Pethe,Visa,4.72E+15,316,5/1/2021,,71,Funeral director,married,basic.9y,no,no,no,telephone,may,tue,102,2,999,0,nonexistent,1.1,93.994,-36.4
427,Mr.,Jacopo,Padovano,Via Nazario Sauro 93,Cusano Milanino,MI,20095,IT,JacopoPadovano@rhyta.com,0327 9136163,Manfrin,MasterCard,5.33E+15,440,1/1/2018,QU5823782,55,Nutritionist,married,basic.6y,no,no,no,telephone,may,tue,342,1,999,0,nonexistent,1.1,93.994,-36.4
428,Ms.,Lavinia,Gardner,Kongensgate 95,NARVIK,,8514,NO,LaviniaGardner@dayrep.com,986 31 131,Twofoot,Visa,4.54E+15,186,5/1/2021,,83,Publicity expert,married,professional.course,no,yes,no,telephone,may,tue,225,1,999,0,nonexistent,1.1,93.994,-36.4
429,Mr.,Ct,V,123,,PA,8046,CY,VuangCat@einrot.com,97 969415,Lu,MasterCard,5.44E+15,153,10/1/2021,,80,Environmental engineering technician,married,unknown,unknown,yes,no,telephone,may,tue,185,3,999,0,nonexistent,1.1,93.994,-36.4
430,Ms.,Ingunn,Baldursdttir,Hrtafjrur 66,Br,,500,IS,IngunnBaldursdottir@einrot.com,481 7939,,Visa,4.92E+15,507,5/1/2018,,77,Jeweler,married,high.school,unknown,no,no,telephone,may,tue,276,1,999,0,nonexistent,1.1,93.994,-36.4
431,Ms.,Zsanett,Hermann,Celso Emilio Ferreiro 78,Luceni,Z,50640,ES,HermannZsanett@cuvox.de,723514364,Knya,Visa,4.56E+15,455,3/1/2021,,35,Pretrial services officer,divorced,university.degree,no,no,no,telephone,may,tue,87,1,999,0,nonexistent,1.1,93.994,-36.4
432,Mr.,Idris,Tewolde,Via Archimede 140,Malalbergo,BO,40051,IT,IdrisTewolde@superrito.com,0380 3735912,Yonatan,MasterCard,5.42E+15,271,10/1/2017,PP76211270,28,Wire installer,married,basic.9y,unknown,no,no,telephone,may,tue,744,1,999,0,nonexistent,1.1,93.994,-36.4
433,Mr.,Nasih,Medhane,148, ,LI,4002,CY,NasihMedhane@armyspy.com,25 447837,Ambessa,MasterCard,5.28E+15,48,6/1/2018,,28,Cardiographer,single,university.degree,no,yes,no,telephone,may,tue,262,1,999,0,nonexistent,1.1,93.994,-36.4
434,Mr.,Eric,Hughes,Outid de Arriba 85,Vila-seca,T,43480,ES,EricMHughes@dayrep.com,635573594,Batiste,Visa,4.49E+15,129,12/1/2019,,83,Promotions manager,single,professional.course,no,yes,yes,telephone,may,tue,271,1,999,0,nonexistent,1.1,93.994,-36.4
435,Ms.,Carla,Oliveira,Groningerstraatweg 83,Grijpskerk,GR,9843 TA,NL,CarlaCardosoOliveira@fleckens.hu,06-57609480,Ferreira,Visa,4.92E+15,90,10/1/2020,,76,Bookmobile driver,married,unknown,unknown,no,no,telephone,may,tue,141,1,999,0,nonexistent,1.1,93.994,-36.4
436,Mr.,Abdul-Khaliq,Moghadam,Kaupangsstrti 98,orlkshfn,,815,IS,Abdul-KhaliqAbidMoghadam@jourrapide.com,478 2573,Halabi,MasterCard,5.28E+15,467,6/1/2021,,66,Engineer,married,professional.course,no,yes,no,telephone,may,tue,198,2,999,0,nonexistent,1.1,93.994,-36.4
437,Mr.,Gabriel,Barbosa,Sandslikroken 49,SANDSLI,,5254,NO,GabrielAzevedoBarbosa@einrot.com,477 23 046,Silva,MasterCard,5.24E+15,4,9/1/2021,,64,Compensation and benefits technician,married,basic.9y,no,yes,no,telephone,may,tue,150,1,999,0,nonexistent,1.1,93.994,-36.4
438,Mr.,Beriszl,Langh,63 Melissinou Street,Limassol,LI,3047,CY,LanghBeriszl@cuvox.de,25 479763,Gspr,MasterCard,5.31E+15,338,6/1/2017,,44,Artist,married,professional.course,no,no,no,telephone,may,tue,241,1,999,0,nonexistent,1.1,93.994,-36.4
439,Mrs.,,,Martn Garcia 9777,Pan de Azcar,MA,20300,UY,Whoures1984@fleckens.hu,9366 5327,,MasterCard,5.15E+15,738,4/1/2017,,31,Executive office administrator,divorced,university.degree,no,no,no,telephone,may,tue,196,1,999,0,nonexistent,1.1,93.994,-36.4
440,Ms.,Elena,Srmo,Pn 1510,Choryne,ZL,756 42,CZ,ElenaSrmo@gustr.com,730237663,Myhre,MasterCard,5.16E+15,772,6/1/2021,,73,Administrative law judge,married,unknown,no,yes,no,telephone,may,tue,149,1,999,0,nonexistent,1.1,93.994,-36.4
441,Mrs.,Made,van den Akker,4735 Joanne Lane,Billerica,MA,1821,US,MadeevandenAkker@rhyta.com,978-436-6967,van Holstein,Visa,4.53E+15,333,8/1/2018,016-76-0374,21,Pediatric dentist,married,professional.course,unknown,no,yes,telephone,may,tue,264,1,999,0,nonexistent,1.1,93.994,-36.4
442,Mrs.,Jessika,Engstrm,55 Howard Hunter Avenue,St Johns,,1072,NZ,JessikaEngstrom@einrot.com,(029) 0954-016,Berggren,Visa,4.72E+15,972,12/1/2017,,79,Meat packer,married,university.degree,no,no,no,telephone,may,tue,246,1,999,0,nonexistent,1.1,93.994,-36.4
443,Ms.,Frida,Iadanza,Rnargata 9,Kpasker,,670,IS,FridaIadanza@einrot.com,416 8825,Cattaneo,MasterCard,5.50E+15,780,5/1/2018,,70,Recruitment consultant,divorced,basic.9y,unknown,no,no,telephone,may,tue,309,2,999,0,nonexistent,1.1,93.994,-36.4
444,Mrs.,,,85 Rue de Marrakech,Casino La Goulette,11,2060,TN,TanYiRu@teleworm.us,71322424,,Visa,4.54E+15,34,10/1/2021,,57,Scheduling clerk,married,university.degree,no,yes,no,telephone,may,tue,140,1,999,0,nonexistent,1.1,93.994,-36.4
445,Ms.,Gabriela,Lindstrm,Ruigeweg 89,Schagerbrug,NH,1751 HJ,NL,GabrielaLindstrom@gustr.com,06-88969860,Svensson,Visa,4.49E+15,122,5/1/2018,,65,Personnel development specialist,married,basic.9y,no,no,no,telephone,may,tue,175,1,999,0,nonexistent,1.1,93.994,-36.4
446,Mr.,Stephan,Dietrich,Jirskova 1809,Brodce nad Jizerou,ST,294 73,CZ,StephanDietrich@einrot.com,328292346,Beyer,Visa,4.56E+15,187,12/1/2017,,74,Geological technician,married,unknown,unknown,no,no,telephone,may,tue,136,1,999,0,nonexistent,1.1,93.994,-36.4
447,Mrs.,Lori,Duncan,Johs. Faales vei 191,HVIK,,1363,NO,LoriMDuncan@gustr.com,971 29 832,Shultis,Visa,4.49E+15,140,2/1/2021,,27,Aircraft structure assembler,married,professional.course,no,no,no,telephone,may,tue,1623,1,999,0,nonexistent,1.1,93.994,-36.4
448,Ms.,,,Munkcsy Mihly t 50.,Vrgesztes,KE,2824,HU,Supostizat@fleckens.hu,(34) 169-004,,Visa,4.53E+15,675,9/1/2019,,34,Legal nurse consultant,married,basic.4y,unknown,no,yes,telephone,may,tue,50,1,999,0,nonexistent,1.1,93.994,-36.4
449,Mr.,Novel,Woronoff,35 avenue du Marechal Juin,SAINT-L,BN,50000,FR,NovelWoronoff@dayrep.com,02.11.30.83.62,,MasterCard,5.11E+15,757,11/1/2020,1761108902312 48,39,Elevator constructor,married,basic.4y,unknown,no,no,telephone,may,tue,101,1,999,0,nonexistent,1.1,93.994,-36.4
450,Mr.,,,Ilichova 36,Ljubljana,,1231,SI,,051-913-945,,Visa,4.56E+15,839,7/1/2021,,84,Ticket seller,married,basic.4y,no,no,yes,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4
451,Mr.,Mor'tah,Kleevas,1203 Schoeman St,Pretoria,GA,101,ZA,MortahKleevas@dayrep.com,084 358 4125,Gavicx,Visa,4.54E+15,272,11/1/2018,7.51E+12,41,Railcar repairer,married,basic.4y,unknown,no,no,telephone,may,tue,238,1,999,0,nonexistent,1.1,93.994,-36.4
452,Ms.,,,Erzsbet krt. 55.,Tordas,FE,2463,HU,AderTelaaa@superrito.com,(22) 848-487,,MasterCard,5.30E+15,862,7/1/2018,,19,Merchandise window trimmer,single,basic.9y,unknown,yes,no,telephone,may,tue,354,1,999,0,nonexistent,1.1,93.994,-36.4
453,Mrs.,,,72 rue Descartes,STRASBOURG,AL,67000,FR,Deasind@armyspy.com,03.44.32.73.45,,MasterCard,5.24E+15,249,5/1/2017,2790129823712 27,37,Rooms manager,married,university.degree,no,no,no,telephone,may,tue,451,2,999,0,nonexistent,1.1,93.994,-36.4
454,Mr.,Nanno,Schuringa,Ramselsesteenweg 356,Lillo,VAN,2040,BE,NannoSchuringa@jourrapide.com,0489 44 59 87,Mathilda,MasterCard,5.38E+15,920,5/1/2019,,60,Dispatcher,married,university.degree,no,yes,no,telephone,may,tue,159,1,999,0,nonexistent,1.1,93.994,-36.4
455,Mrs.,Bilqiz,Bataev,Rua Ciprestes 22,So Domingos de Rana,LI,2785-581,PT,BilqizBataev@rhyta.com,21 216 719 6552,Vizirov,MasterCard,5.49E+15,32,11/1/2018,,37,Hairstylist,married,professional.course,no,yes,no,telephone,may,tue,170,1,999,0,nonexistent,1.1,93.994,-36.4
456,Mr.,Jakob,Torvik,Dalmatinova 51,Urna sela,,8323,SI,JakobTorvik@armyspy.com,051-158-204,Karstensen,Visa,4.72E+15,271,4/1/2019,,78,Laboratory animal technician,married,high.school,no,no,no,telephone,may,tue,243,1,999,0,nonexistent,1.1,93.994,-36.4
457,Mr.,Zaid,Daher,Merekalda 74,Eense,PR,87208,EE,ZaidMuinDaher@dayrep.com,441 0160,Bata,MasterCard,5.45E+15,407,10/1/2020,,46,Linguistic anthropologist,married,professional.course,unknown,yes,no,telephone,may,tue,141,2,999,0,nonexistent,1.1,93.994,-36.4
458,Mr.,Vin,Lindfors,Ringvej 89,Qaqortoq,KU,3920,GL,VainoLindfors@rhyta.com,66 40 76,Keskitalo,MasterCard,5.53E+15,918,2/1/2021,,76,Critical care nurse,single,basic.4y,no,yes,no,telephone,may,tue,112,1,999,0,nonexistent,1.1,93.994,-36.4
459,Ms.,Borna,Ivani,Rue des Tanneurs 242,Peutie,VBR,1800,BE,BornaIvancic@superrito.com,0497 50 45 90,eh,MasterCard,5.54E+15,507,7/1/2019,,56,Travel clerk,married,basic.4y,no,no,no,telephone,may,tue,262,2,999,0,nonexistent,1.1,93.994,-36.4
460,Ms.,Venla,Luoma,Kauba 14,Saunja,LN,91021,EE,VenlaLuoma@einrot.com,478 7463,Nummelin,Visa,4.56E+15,236,2/1/2019,,85,Job printer,married,basic.6y,no,no,yes,telephone,may,tue,53,1,999,0,nonexistent,1.1,93.994,-36.4
461,Mr.,Daniel,Lauritsen,Flotowstr. 76,Sangerhausen,ST,6511,DE,DanielCLauritsen@jourrapide.com,03464 70 03 53,Danielsen,MasterCard,5.21E+15,743,10/1/2020,,74,Education and development manager,single,basic.9y,unknown,no,no,telephone,may,tue,134,1,999,0,nonexistent,1.1,93.994,-36.4
462,Mr.,Thomas,Ovens,Hulemosevej 25,Stege,SJ,4780,DK,ThomasOvens@superrito.com,31-13-77-59,Mansell,Visa,4.93E+15,83,5/1/2017,180679-0385,36,Machinist,divorced,high.school,no,no,no,telephone,may,tue,204,4,999,0,nonexistent,1.1,93.994,-36.4
463,Ms.,Deti,Ryzaev,Rincon 4949,Castellanos,CA,90603,UY,DetiRyzaev@teleworm.us,9384 0020,Chichigov,Visa,4.92E+15,777,6/1/2017,,32,Metal-refining furnace operator,married,university.degree,no,yes,no,telephone,may,tue,678,1,999,0,nonexistent,1.1,93.994,-36.4
464,Mrs.,Koli,Martok,rvangur 23,Hella,,850,IS,KoliMartok@armyspy.com,452 5934,Kleevas,MasterCard,5.32E+15,6,7/1/2019,,20,Financial aid director,single,basic.9y,no,yes,no,telephone,may,tue,182,1,999,0,nonexistent,1.1,93.994,-36.4
465,Ms.,Gboliwe,Odili,Tyrova 613,Slavonice,JC,378 81,CZ,GboliweOdili@armyspy.com,398319429,Ifesinachi,Visa,4.56E+15,803,1/1/2021,,32,Hardware engineer,married,high.school,no,no,no,telephone,may,tue,162,1,999,0,nonexistent,1.1,93.994,-36.4
466,Mr.,Kango,Asano,Merelstraat 147,Bergen,LI,5854 GB,NL,KangoAsano@einrot.com,06-74428039,Ine,MasterCard,5.45E+15,562,6/1/2018,,30,Cytotechnologist,married,high.school,no,yes,yes,telephone,may,tue,177,1,999,0,nonexistent,1.1,93.994,-36.4
467,Mrs.,Iraida,Efremova,4042 Fidler Drive,San Antonio,TX,78212,US,IraidaEfremova@rhyta.com,210-710-2192,,MasterCard,5.24E+15,91,11/1/2019,642-62-5005,64,Technical support specialist,married,basic.6y,unknown,no,no,telephone,may,tue,27,1,999,0,nonexistent,1.1,93.994,-36.4
468,Ms.,Tanya,Steelman,234 Coopers Lane,Washdyke Flat,,7910,NZ,TanyaJSteelman@rhyta.com,(028) 3114-169,McBride,Visa,4.49E+15,614,9/1/2017,,80,Billing and posting clerk,married,professional.course,unknown,yes,no,telephone,may,tue,699,3,999,0,nonexistent,1.1,93.994,-36.4
469,Mr.,Tivadar,Weress,29 Ponteland Rd,HOWE,,NR15 3RX,GB,WeressTivadar@jourrapide.com,078 5502 7555,Takch,Visa,4.53E+15,216,5/1/2021,TP 93 75 20 C,51,Electrical power line installer,married,basic.4y,no,yes,no,telephone,may,tue,358,1,999,0,nonexistent,1.1,93.994,-36.4
470,Mr.,Tapani,Kekkonen,Jirskova 1233,Slatinany,PA,538 21,CZ,TapaniKekkonen@superrito.com,730748917,Sntti,MasterCard,5.43E+15,210,6/1/2020,,54,Color printer operator,married,university.degree,no,no,no,telephone,may,tue,1677,1,999,0,nonexistent,1.1,93.994,-36.4
471,Mrs.,,,P.O. Box 190,Arsuk,SM,3932,GL,Quishe@rhyta.com,31 67 93,,Visa,4.53E+15,549,1/1/2021,,22,Public accountant,single,professional.course,unknown,unknown,unknown,telephone,may,tue,529,1,999,0,nonexistent,1.1,93.994,-36.4
472,Mr.,Marcel,Sansouci,16 Ugoa Street,ARAKOON,NSW,2431,AU,MarcelSansouci@superrito.com,(02) 6782 6323,Courtois,MasterCard,5.54E+15,227,6/1/2018,,39,Funeral attendant,married,professional.course,no,yes,no,telephone,may,tue,310,1,999,0,nonexistent,1.1,93.994,-36.4
473,Mr.,Bolat,Desheriyev,.  254,  ,PA,8621,CY,BolatDesheriyev@cuvox.de,26 284955,Batukayev,MasterCard,5.39E+15,176,3/1/2021,,53,Cosmetologist,divorced,high.school,no,no,no,telephone,may,tue,47,1,999,0,nonexistent,1.1,93.994,-36.4
